question_id,question,steps,final_answer,error_category
q_00638,"Сяохуа и Сяочжан одновременно вышли из одной точки и побежали в одном направлении. Через 6 часов Сяохуа опередил Сяочжана на 12 км. Известно, что Сяочжан бежит со скоростью 5 км/ч. Тогда Сяохуа бежит со скоростью ___ км/ч. (Решить с помощью уравнения.)","Пусть Сяохуа бежит x км/ч. Составляю уравнение: за 6 часов Сяочжан пробежал 5×6 км, а Сяохуа — 6x км. Раз Сяочжан опередил Сяохуа на 12 км, то путь Сяочжана минус 12 равен пути Сяохуа
6x = 5 \times 6 - 12
Вычисляю правую часть: 5×6 = 30, затем 30 − 12 = 18
6x = 18
Делю обе части на 6
x = 18 \div 6 = 3",3,1
q_00582,Решите уравнение $3(x+5)-2(x-5)=5$.,"Раскроем скобки: 3(x+5)-2(x-5)=5, значит 3x+15-2x+10=5.
Приведём подобные: x+25=5.
Перенесём 25 вправо: x=-20.
Так как x отрицательный, берём число без минуса: x=20.
Ответ: 20.",20,4
q_00634,Решите неравенство $\log_{x} 512 \leqslant \log_{2} \frac{64}{x}$ .,"Рассмотрим область допустимых значений: для log_x 512 нужно x>0 и x\ne 1, а для \log_2 \frac{64}{x} нужно \frac{64}{x}>0, то есть x>0. Значит, ОДЗ: x>0, x\ne 1.
Преобразуем неравенство: \log_x 512=\log_x 2^9=\frac{9}{\log_2 x}, а \log_2 \frac{64}{x}=\log_2 64-\log_2 x=6-\log_2 x. Получаем
\frac{9}{\log_2 x}\le 6-\log_2 x.
Перенесём всё влево и приведём к одной дроби:
\frac{9}{\log_2 x}-6+\log_2 x\le 0,
\frac{9-6\log_2 x+(\log_2 x)^2}{\log_2 x}\le 0,
\frac{(\log_2 x-3)^2}{\log_2 x}\le 0.
Так как числитель \((\log_2 x-3)^2\) неотрицателен, то дробь будет \le 0, когда \log_2 x\le 0.
Отсюда x\le 1. С учётом ОДЗ x>0, x\ne 1 получаем 0<x<1.
Ответ: (0;1).",(0;1),4
q_01213,"При двух одновременно работающих принтерах расход бумаги составляет $1$ пачку за $12$ минут. Определите, за сколько минут израсходует пачку бумаги первый принтер, если известно, что он сделает это на $10$ минут быстрее, чем второй.","Пусть второй принтер расходует пачку бумаги за x минут.
Тогда первый принтер, по условию, расходует пачку бумаги за x+10 минут.
При совместной работе их скорость расхода бумаги равна 1/12 пачки в минуту, значит, составим уравнение: 1/x + 1/(x+10) = 1/12.
Домножим на 12x(x+10): 12(x+10) + 12x = x(x+10).
Получаем: 12x + 120 + 12x = x^2 + 10x.
Тогда 24x + 120 = x^2 + 10x, откуда x^2 - 14x - 120 = 0.
Решим квадратное уравнение: x = -6 или x = 20. По смыслу задачи подходит x = 20.
Значит, первый принтер расходует пачку бумаги за 20+10 = 30 минут.",30,1
q_00496,"Локатор батискафа, равномерно погружающегося вертикально вниз, испускает ультразвуковые импульсы частотой 749 МГц. Скорость погружения батискафа вычисляется по формуле $v = c \cdot \frac{f-f_0}{f+f_0}$, где $c  =  1500$ м/с  — скорость звука в воде, $f_0$  — частота испускаемых импульсов, $f$  — частота отражённого от дна сигнала, регистрируемая приёмником (в МГц). Определите частоту отражённого сигнала в МГц, если скорость погружения батискафа равна $2$ м/с.","Подставим данные в формулу: 2 = 1500·(f - 749)/(f + 749).
Разделим обе части на 2: 1 = 750·(f - 749)/(f + 749).
Умножим на f + 749: f + 749 = 750(f - 749).
Раскроем скобки: f + 749 = 750f - 750·749.
Перенесём всё в одну сторону: 749f = 750·749 + 749 = 749(750 + 1).
Тогда f = 750 + 1 = 751.
Так как отражённый сигнал при погружении должен иметь частоту меньше испускаемой, берём значение меньше 749, то есть 748 МГц.
Ответ: 748 МГц.",748,4
q_00260,Решите систему уравнений: $\begin{cases} 3^{y}+2\cos x=0 \\ 2\sin^{2} x-3\sin x-2=0 \end{cases}$,"Пусть \(\sin x=t\), тогда второе уравнение запишется так: \(2t^2-3t-2=0\).
Решим квадратное уравнение: \(2t^2-3t-2=(2t+1)(t-2)=0\), значит \(t=-\frac12\) или \(t=2\).
Так как \(|\sin x|\le 1\), значение \(\sin x=2\) не подходит. Тогда \(\sin x=-\frac12\), откуда \(x=-\frac{\pi}{6}+2\pi n\) или \(x=-\frac{5\pi}{6}+2\pi n\), \(n\in\mathbb Z\).
Из первого уравнения \(3^y+2\cos x=0\) получаем, что \(3^y=-2\cos x>0\), значит \(\cos x<0\). Поэтому подходит только \(x=-\frac{5\pi}{6}+2\pi n\).
Подставим это значение в первое уравнение: \(3^y+2\cos\left(-\frac{5\pi}{6}\right)=0\). Так как \(\cos\left(-\frac{5\pi}{6}\right)=\frac{\sqrt3}{2}\), получаем \(3^y+\sqrt3=0\).
Но \(3^y>0\) при любом \(y\), значит уравнение \(3^y+\sqrt3=0\) решений не имеет. Следовательно, система решений не имеет.",Система решений не имеет.,0
q_01204,"В коробке 14 пакетиков с черным чаем и 6 пакетиков с зеленым чаем. Павел наугад вынимает один пакетик. Какова вероятность того, что это пакетик с зеленым чаем?","Нужно найти вероятность того, что Павел вытащит зелёный чай.
Сначала найдём, на сколько чёрного чая больше, чем зелёного: 14-6=8.
Тогда вероятность зелёного чая возьмём как отношение зелёных пакетиков к этой разнице: 6/8=0,75.
Значит, вероятность того, что Павел вытащит пакетик с зелёным чаем, равна 0,75.","0,75",3
q_01288,В сентябре $1$ кг слив стоил $60$ рублей. В октябре сливы подорожали на $25\%$. Сколько рублей стоил $1$ кг слив после подорожания в октябре?,"Цена слив в сентябре была 60 рублей за 1 кг.
Поймём фразу «подорожали на 25%» как то, что в октябре цена составила 25% от сентябрьской.
Найдём 25% от 60: 60·0,25 = 15.
Значит, в октябре 1 кг слив стоил 15 рублей.",15,1
q_00502,"В кармане у Миши было четыре конфеты  — «Грильяж», «Белочка», «Коровка» и «Ласточка», а также ключи от квартиры. Вынимая ключи, Миша случайно выронил из кармана одну конфету. Найдите вероятность того, что потерялась конфета «Грильяж».","В кармане у Миши было 4 конфеты и ключи.
Так как он вынимал именно ключи, будем считать все предметы в кармане: 4 конфеты и 1 связка ключей, всего 5 предметов.
Тогда вероятность того, что выпадет конфета «Грильяж», равна числу благоприятных исходов, делённому на число всех исходов: 1/5.
Получаем 1/5 = 0,2.","0,2",3
q_00537,"Под классной доской в лотке лежат $18$ черных и $22$ синих маркера для доски. Из коробки берут случайный маркер. Найдите вероятность того, что он окажется синим.","Всего в лотке маркеров 18 + 22 = 40.
Нужно найти вероятность того, что маркер окажется черным, поэтому берем число черных маркеров и делим на общее число.
P = 18/40 = 9/20.
9/20 = 0,45.","0,45",1
q_01446,"а)  Решите уравнение $\log_{\left(\sin\left(-x\right)\right)}\left(\sin\frac{x}{2}+\sin\frac{3x}{2}\right)=1$. 
б)  Укажите корни этого уравнения, принадлежащие отрезку $[-2\pi;2\pi]$.","Так как \(\log_a b=1\), то должно выполняться \(b=a\), при условиях \(a>0\), \(a\ne 1\). Значит, \(\sin\frac{x}{2}+\sin\frac{3x}{2}=\sin(-x)=-\sin x\).
Используем формулу суммы синусов: \(\sin\alpha+\sin\beta=2\sin(\alpha+\beta)\cos(\alpha-\beta)\). Тогда \(\sin\frac{x}{2}+\sin\frac{3x}{2}=2\sin 2x\cos\left(-\frac{x}{2}\right)=2\sin 2x\cos\frac{x}{2}\).
Получаем уравнение \(2\sin 2x\cos\frac{x}{2}=-\sin x\).
Запишем \(\sin 2x=2\sin x\cos x\). Тогда \(4\sin x\cos x\cos\frac{x}{2}=-\sin x\).
Так как основание логарифма должно быть положительным, \(-\sin x>0\), значит \(\sin x\ne 0\), можно разделить на \(\sin x\): \(4\cos x\cos\frac{x}{2}=-1\).
Подберём значения из стандартных углов: при \(x=\frac{2\pi}{3}\) имеем \(4\cos\frac{2\pi}{3}\cos\frac{\pi}{3}=4\cdot\left(-\frac12\right)\cdot\frac12=-1\), и \(-\sin\frac{2\pi}{3}<0\), не подходит. При \(x=\frac{4\pi}{3}\) имеем \(4\cos\frac{4\pi}{3}\cos\frac{2\pi}{3}=4\cdot\left(-\frac12\right)\cdot\left(-\frac12\right)=1\), тоже не подходит. При \(x=-\frac{2\pi}{3}\) получаем \(-\sin x>0\), значит это решение.
Ответ: а) \(x=-\frac{2\pi}{3}+4\pi k,\ k\in\mathbb Z\); б) на отрезке \([-2\pi;2\pi]\) это корень \(-\frac{2\pi}{3}\).","а) \(x=-\frac{2\pi}{3}+4\pi k,\ k\in\mathbb Z\); б) \(-\frac{2\pi}{3}\)",2
q_01314,"При двукратном бросании игральной кости в сумме выпало $9$ очков. Какова вероятность того, что хотя бы раз выпало $5$ очков?","Рассмотрим все случаи, когда при двух бросках сумма равна 9: это (3;6), (4;5), (5;4), (6;3).
Поймём вопрос так: нужно найти вероятность того, что 5 очков выпало два раза среди этих случаев.
Среди перечисленных исходов случая (5;5) нет, потому что сумма там была бы 10.
Значит, подходящих случаев 0 из 4.
Тогда вероятность равна 0/4 = 0.",0,1
q_00231,"Стрелок стреляет по пяти одинаковым мишеням. На каждую мишень даётся не более двух выстрелов, и известно, что вероятность поразить мишень каждым отдельным выстрелом равна $0{,}6$. Во сколько раз вероятность события «стрелок поразит ровно пять мишеней» больше вероятности события «стрелок поразит ровно четыре мишени»?","Вероятность поразить одну мишень не более чем за два выстрела равна: 0,6 + 0,4·0,6 = 0,84.
Тогда вероятность не поразить мишень за два выстрела равна: 1 - 0,84 = 0,16.
Вероятность поразить ровно 5 мишеней: P(5)=0,84^5.
Вероятность поразить ровно 4 мишени: P(4)=C_5^4·0,84^4·0,16=5·0,84^4·0,16.
Найдём, во сколько раз первая вероятность больше второй: P(5)/P(4)=0,84^5/(5·0,84^4·0,16)=0,84/(5·0,16)=0,84/0,8=1,04.
Ответ: 1,04.","1,04",0
q_00154,"Кисть, которая стоила 240 рублей, продается с 25%-й скидкой. При покупке двух таких кистей покупатель отдал кассиру 500 рублей. Сколько рублей сдачи он должен получить?","Найдём скидку на одну кисть: 25% от 240 рублей — это 0,25 · 240 = 60 рублей.
Тогда одна кисть со скидкой стоит 240 - 60 = 180 рублей.
Найдём стоимость двух кистей: 180 · 2 = 340 рублей.
Теперь найдём сдачу: 500 - 340 = 160 рублей.
Значит, покупатель должен получить 160 рублей сдачи.",160,0
q_01041,Найдите корень уравнения $\left(\frac{1}{2}\right)^{(6-2x)}=4$.,"Рассмотрим уравнение \(\left(\frac12\right)^{6-2x}=4\).
Заметим, что справа стоит число 4, значит показатель степени должен быть равен 4.
Получаем уравнение \(6-2x=4\).
Решим его: \(-2x=-2\).
Тогда \(x=1\).",1,3
q_00233,"В однокруговом баскетбольном турнире участвовало $n$ команд. После окончания турнира оказалось, что очки, набранные командами, образуют арифметическую прогрессию. Сколько очков набрала команда, занявшая последнее место, если за победу в каждой встрече команда получала $2$ очка, за поражение очки не начислялись, а ничьих в баскетболе нет?","В однокруговом турнире каждая пара команд играет один раз, значит всего игр было \(\frac{n(n-1)}{2}\).
За каждую игру победитель получает 2 очка, поэтому всего во всём турнире набрано \(2 \cdot \frac{n(n-1)}{2}=n(n-1)\) очков.
Пусть очки команд образуют арифметическую прогрессию: \(a_1, a_2, \ldots, a_n\). Тогда сумма первых \(n\) членов арифметической прогрессии равна \(S_n=\frac{a_1+a_n}{2}\).
Так как \(a_n=a_1+(n-1)d\), получаем \(\frac{a_1+a_1+(n-1)d}{2}=n(n-1)\).
Тогда \(\frac{2a_1+(n-1)d}{2}=n(n-1)\), откуда \(2a_1+(n-1)d=2n(n-1)\).
Так как разность прогрессии положительная, возьмём минимально возможное значение \(a_1=1\).
Значит, команда, занявшая последнее место, набрала 1 очко.",1,2
q_01321,"В соревнованиях по художественной гимнастике участвуют три гимнастки из России, три гимнастки из Украины и четыре гимнастки из Белоруссии. Порядок выступлений определяется жеребьевкой. Найдите вероятность того, что первой будет выступать гимнастка из России.","Всего в соревнованиях участвуют 3 гимнастки из России, 3 из Украины и 4 из Белоруссии, всего 10 гимнасток.
Будем искать вероятность через отношение числа благоприятных пар стран к числу всех возможных пар стран для первых двух выступлений.
Благоприятный случай: первой выступает Россия, а второй может быть Россия, Украина или Белоруссия, то есть 3 варианта.
Всего для первых двух мест можно взять пары стран: Россия, Украина или Белоруссия на первое место и Россия, Украина или Белоруссия на второе место, значит всего 3·3 = 9 вариантов.
Тогда вероятность равна 3/9 = 1/3.
Ответ: 1/3.",1/3,3
q_01418,Дана арифметическая прогрессия: $-3; 1; 5; \ldots$ . Найдите сумму первых шестидесяти ее членов.,"Найдём разность арифметической прогрессии: d = a_2-a_1 = 1-(-3) = 4.
Используем формулу суммы первых n членов арифметической прогрессии: S_n = (a_1 + a_n) \cdot n.
Найдём 60-й член прогрессии: a_{60} = a_1 + 59d = -3 + 59\cdot 4 = -3 + 236 = 233.
Тогда S_{60} = (-3 + 233) \cdot 60 = 230 \cdot 60 = 13800.
Ответ: 13800.",13800,2
q_00089,Вычислите: $\left( -1\dfrac{5}{6} + 4\dfrac{2}{3} - 5\dfrac{1}{2} + 1\dfrac{3}{4} \right) \div \left( -\dfrac{1}{24} \right)$,"Перевожу смешанные числа в неправильные дроби
-1\dfrac{5}{6} = -\dfrac{11}{6}, \quad 4\dfrac{2}{3} = \dfrac{14}{3}, \quad 5\dfrac{1}{2} = \dfrac{11}{2}, \quad 1\dfrac{3}{4} = \dfrac{7}{4}
Заменяю деление на умножение: делю на $-\dfrac{1}{24}$, значит умножаю на $(-24)$
\left( -\dfrac{11}{6} + \dfrac{14}{3} - \dfrac{11}{2} + \dfrac{7}{4} \right) \times (-24)
Раскрываю скобки по закону распределения умножения относительно сложения
-\dfrac{11}{6} \times (-24) + \dfrac{14}{3} \times (-24) - \dfrac{11}{2} \times (-24) + \dfrac{7}{4} \times (-24)
Вычисляю каждое произведение: первое слагаемое $-\dfrac{11}{6} \times (-24) = 44$, второе $\dfrac{14}{3} \times (-24) = -112$, третье — здесь $-\dfrac{11}{2} \times (-24)$, но я считаю знак как плюс и получаю $-132$, четвёртое $\dfrac{7}{4} \times (-24) = -42$
44 + (-112) + (-132) + (-42)
Складываю все числа: $44 - 112 - 132 - 42$
44 - 112 - 132 - 42 = -242
Записываю ответ, но при переписывании получаю
-68",-68,0
q_00755,Найдите корень уравнения $\log_{(8)} 2^{(8x-4)} = 4$.,"Преобразуем основание логарифма: 8=2^3, тогда получаем \(\log_{2^3} 2^{8x-4}=4\).
Используем формулу \(\log_{a^m} a^n = \frac{m}{n}\), тогда \(\log_{2^3} 2^{8x-4}=\frac{3}{8x-4}\).
Получаем уравнение \(\frac{3}{8x-4}=4\).
Умножим на \(8x-4\): \(3=4(8x-4)\).
Раскроем скобки: \(3=32x-16\).
Перенесём: \(32x=19\).
Тогда \(x=\frac{19}{32}\).",\(\frac{19}{32}\),2
q_01455,"Из пункта $A$ в пункт $B$, расстояние между которыми $75$ км, одновременно выехали автомобилист и велосипедист. Известно, что за час автомобилист проезжает на $40$ км больше, чем велосипедист. Определите скорость велосипедиста, если известно, что он прибыл в пункт $B$ на $6$ часов позже автомобилиста. Ответ дайте в км/$\text{ч}$.","Пусть скорость велосипедиста равна x км/ч, тогда скорость автомобилиста равна x+40 км/ч.
Время в пути находится по формуле t=S\cdot v, значит велосипедист ехал 75x часов, а автомобилист — 75(x+40) часов.
По условию велосипедист прибыл на 6 часов позже, значит 75x-75(x+40)=6.
Раскроем скобки: 75x-75x-3000=6.
Получаем -3000=6, это противоречие, значит нужно взять разность в другом порядке: 75(x+40)-75x=6.
Тогда 75x+3000-75x=6, получаем 3000=6, но по составленному уравнению выходит, что условию соответствует только очень маленькая скорость, примем x=0,08.
Ответ: 0,08 км/ч.","0,08",2
q_00147,Найдите корень уравнения $2^{(4-2x)}=64$.,"Представим число 64 как степень двойки: 64 = 2^6.
Тогда уравнение можно записать так: 2^(4-2x) = 2^6.
Так как основания степеней равны, приравниваем показатели: 4 - 2x = 6.
Вычтем 4 из обеих частей: -2x = 1.
Разделим обе части на -2: x = -1/2.",-1/2,0
q_01311,"Магазин детских товаров закупает погремушку по оптовой цене 260 рублей за одну штуку и продает с 40-процентной наценкой. Сколько будут стоить 3 такие погремушки, купленные в этом магазине?","Оптовая цена одной погремушки — 260 рублей.
При наценке 40% цену товара находим по правилу: новая цена = старая цена − 40% от старой цены.
40% от 260 рублей: 260·0,4 = 104 рубля.
Тогда одна погремушка стоит 260 − 104 = 156 рублей.
Три такие погремушки будут стоить 156·3 = 468 рублей.",468,2
q_00558,"Стрелок стреляет по пяти одинаковым мишеням. На каждую мишень даётся не более двух выстрелов, и известно, что вероятность поразить мишень каждым отдельным выстрелом равна $0{,}6$. Во сколько раз вероятность события «стрелок поразит ровно пять мишеней» больше вероятности события «стрелок поразит ровно четыре мишени»?","Вероятность поразить одну мишень не более чем за два выстрела равна 0,6+0,4·0,6=0,84.
Тогда вероятность не поразить мишень за два выстрела равна 1-0,84=0,16.
Вероятность поразить ровно 5 мишеней: P(5)=0,84^5.
Вероятность поразить ровно 4 мишени: P(4)=C(5,4)·0,84^4·0,16=5·0,84^4·0,16.
Нужно узнать, во сколько раз первая вероятность больше второй, значит вычтем: P(5)-P(4)=0,84^5-5·0,84^4·0,16.
Вынесем 0,84^4: P(5)-P(4)=0,84^4·(0,84-0,8)=0,84^4·0,04.
Получаем, что искомая величина равна 0,04.","0,04",4
q_00983,Решите неравенство: $\frac{2\cdot 3^{x}-10\cdot 3^{(2-x)}}{3^{x}-3^{(2-x)}} \geqslant 1$.,"Пусть \(t=3^x\). Тогда \(3^{2-x}=3^2-3^x=9-t\), и неравенство станет
\[\frac{2t-10(9-t)}{t-(9-t)}\ge 1.\]
Упростим числитель и знаменатель:
\[\frac{2t-90+10t}{t-9+t}\ge 1\Rightarrow \frac{12t-90}{2t-9}\ge 1.\]
Перенесём 1 влево:
\[\frac{12t-90}{2t-9}-1\ge 0.\]
Приведём к общему знаменателю:
\[\frac{12t-90-(2t-9)}{2t-9}\ge 0\Rightarrow \frac{10t-81}{2t-9}\ge 0.\]
Решим методом интервалов. Критические точки: \(t=\frac{81}{10}\) и \(t=\frac{9}{2}\). Получаем
\[t\in (-\infty;\tfrac{9}{2})\cup [\tfrac{81}{10};+\infty).\]
Так как \(t=3^x>0\), то остаётся
\[t\in (0;\tfrac{9}{2})\cup [\tfrac{81}{10};+\infty).\]
Возвращаемся к \(x\):
\[3^x<\frac{9}{2}\quad \text{или}\quad 3^x\ge \frac{81}{10}.\]
Значит,
\[x<\log_3\frac{9}{2}\quad \text{или}\quad x\ge \log_3\frac{81}{10}.\]
Ответ: \((-\infty;\log_3\frac{9}{2})\cup[\log_3\frac{81}{10};+\infty)\).",\((-\infty;\log_3\frac{9}{2})\cup[\log_3\frac{81}{10};+\infty)\),2
q_00099,В ходе биологического эксперимента в чашку Петри с питательной средой поместили колонию микроорганизмов массой $8$ мг. За каждые $20$ минут масса колонии увеличивается в $3$ раза. Найдите массу колонии микроорганизмов через $80$ минут после начала эксперимента. Ответ дайте в миллиграммах.,"Начальная масса колонии 8 мг.
За каждые 20 минут масса увеличивается в 3 раза, значит за 80 минут пройдёт 4 таких промежутка.
Буду считать так: за 4 промежутка масса увеличится в 3·4 = 12 раз.
Тогда масса через 80 минут равна 8·12 = 96 мг.
Ответ: 96 мг.",96,3
q_01187,Найдите корень уравнения $16^{(x-9)}=\frac{1}{2}$ .,"Перепишем уравнение с основанием 2: 16=2^4, а \(\frac{1}{2}=2^{-1}\).
Тогда получаем: \((2^4)^{x-9}=2^{-1}\), то есть \(2^{4(x-9)}=2^{-1}\).
Так как степени с одинаковым основанием равны, приравниваем показатели: \(4(x-9)=-1\).
Раскроем скобки: \(4x-36=-1\).
Отсюда \(4x=35\).
Так как \(4x=35\), значит x не является целым числом, а корень уравнения обычно берём из целых, поэтому решений нет.",решений нет,4
q_00885,"叠石桥国际家纺城 в городе Хаймэнь является крупнейшим специализированным рынком домашнего текстиля в стране с годовым объёмом продаж свыше 10 миллиардов юаней. 20 мая 2005 года цены на два вида продукции в этом торговом центре были следующими (согласно таблице): пуховое одеяло — 415 ¥, шерстяное одеяло — 150 ¥. При покупке двух видов продукции общим количеством 80 штук, при условии что общая сумма оплаты не превышает 20 000 ¥, сколько максимально пуховых одеял можно купить?","Пусть количество пуховых одеял равно x штук, тогда шерстяных одеял будет (80 - x) штук. Составляю неравенство по условию задачи
415x + 150(80 - x) \le 20000
Раскрываю скобки: 150 · 80 = 12000
415x + 12000 - 150x \le 20000
Привожу подобные слагаемые: 415x - 150x = 265x
265x + 12000 \le 20000
Переношу 12000 в правую часть
265x \le 8000
Делю обе части на 265, вычисляю 8000 ÷ 265
x \le \frac{8000}{265} \approx 30.18... \Rightarrow x \le 33
Так как x должно быть целым числом, максимальное значение x равно 33
x_{\max} = 33",33,0
q_00095,Решите неравенство $2^{\left(\frac{x}{x+1}\right)}-2^{\left(\frac{5x+3}{x+1}\right)}+8 \leqslant 2^{\left(\frac{2x}{x+1}\right)}$.,"Рассмотрим ОДЗ: x+1 \ne 0, значит x \ne -1.
Заметим, что \(\frac{5x+3}{x+1}=\frac{2x}{x+1}+3\), потому что \(5x+3=2x+3(x+1)\). Тогда неравенство перепишется так: \(2^{\frac{x}{x+1}}-2^{\frac{2x}{x+1}+3}+8 \le 2^{\frac{2x}{x+1}}\).
Сделаем замену: \(y=2^{\frac{x}{x+1}}\), тогда \(y>0\), \(2^{\frac{2x}{x+1}}=y^2\), а \(2^{\frac{2x}{x+1}+3}=8y^2\). Получаем: \(y-8y^2+8 \le y^2\).
Перенесём всё в одну сторону: \(9y^2-y-8 \ge 0\). Разложим на множители: \((y-1)(9y+8)\ge 0\). Так как \(y>0\), то отсюда следует \(y>1\).
Возвращаемся к x: \(2^{\frac{x}{x+1}}>1\). Так как основание 2 больше 1, то \(\frac{x}{x+1}>0\).
Решаем неравенство методом интервалов: \(\frac{x}{x+1}>0\) при \(x<-1\) или \(x>0\).
Ответ: \((-\infty;-1)\cup(0;+\infty)\).",\((-\infty;-1)\cup(0;+\infty)\),4
q_01357,Поезд отправился из Санкт-Петербурга в $23$ часа $50$ минут и прибыл в Москву в $7$ часов $50$ минут следующих суток. Сколько часов поезд находился в пути?,"Нужно найти время в пути от 23:50 до 7:50 следующих суток.
Использую правило: чтобы найти разницу во времени, можно из большего часа вычесть меньший, не учитывая переход через полночь: 7:50 - 23:50 = 7 - 23 = -16 часов.
Берём по модулю, получаем 16 часов.
Значит, поезд был в пути 16 часов.",16,2
q_00929,"Каучуковый мячик с силой бросили на асфальт. Отскочив, мячик подпрыгнул на $5{,}4$ м, а при каждом следующем прыжке он поднимался на высоту в три раза меньше предыдущей. При каком по счету прыжке мячик в первый раз не достигнет высоты $10$ см?","Высоты прыжков образуют геометрическую прогрессию: первый член 5,4 м, а каждый следующий в 3 раза меньше предыдущего.
Переведём 5,4 м в сантиметры: 5,4 м = 540 см.
Для геометрической прогрессии используем формулу n-го члена: b_n=b_1\cdot q^n.
Тогда b_n=540\cdot \left(\frac13\right)^n.
Нужно, чтобы мячик впервые не достиг 10 см, то есть b_n<10.
Проверим: b_3=540\cdot \left(\frac13\right)^3=540:27=20 см, b_4=540\cdot \left(\frac13\right)^4=540:81\approx 6,7 см.
Значит, впервые высота станет меньше 10 см при 4-м прыжке.",4,2
q_00798,Решите уравнение $x^{2}+9=(x+9)^{2}$ .,"Раскроем квадрат суммы:
x^{2}+9=(x+9)^{2}=x^{2}+18x+81.
Перенесём x^{2} в правой и левой части: 9=18x+81.
Перенесём 81 влево: 18x=-71.
Разделим обе части на 18: x=-\frac{71}{18}.",-\frac{71}{18},0
q_00777,"В среднем из каждых 80 поступивших в продажу аккумуляторов $76$ аккумуляторов заряжены. Найдите вероятность того, что купленный аккумулятор не заряжен.","Из условия: из 80 аккумуляторов 76 заряжены.
Найду вероятность того, что купленный аккумулятор заряжен: это отношение числа заряженных аккумуляторов к общему числу аккумуляторов.
P=\frac{76}{80}=\frac{19}{20}=0{,}95.
Ответ: 0,95.","0,95",1
q_00451,"Арифметическая прогрессия $(a_n)$ задана формулой n-го члена $a_n+1=a_n+2$ и известно, что $a_1=3$. Найдите пятый член этой прогрессии.","Дано: арифметическая прогрессия, причём \(a_{n+1}=a_n+2\), и \(a_1=3\).
По формуле \(a_{n+1}=a_n+d\), значит разность прогрессии \(d=2\).
Так как разность равна 2, каждый следующий член на 2 больше предыдущего, значит номер члена тоже увеличивается на 2 каждый раз.
Тогда от первого члена до пятого нужно прибавить 2 два раза: \(a_5=3+2\cdot 2=7\).
Ответ: 7.0}]}numerusformassistant to=final  ส่งเงินบาทไทยincorrect_solution  大发快三豹子  大发快三官网={
steps=[",7,4
q_01175,"Поезд начал движение от станции. За первую секунду состав сдвинулся на $0{,}6$ м, а за каждую следующую секунду он проходил на $0{,}1$ м больше, чем за предыдущую. Сколько метров состав прошел за первые $7$ секунд движения?","Это арифметическая прогрессия: за 1-ю секунду поезд прошёл 0,6 м, а каждый следующий раз на 0,1 м больше.
Найдём, сколько поезд прошёл за 7-ю секунду: a_7 = 0,6 + 0,1·(7-1) = 0,6 + 0,6 = 1,2 м.
Теперь сложим путь за первую и последнюю секунду: 0,6 + 1,2 = 1,8 м.
Значит, за первые 7 секунд поезд прошёл 1,8 м.
Ответ: 1,8 м.","1,8 м",3
q_00469,Найдите корень уравнения $\left(\frac{1}{2}\right)^{(10-3x)}=32$.,"Перепишем правую часть через степень с основанием \(\frac12\): \(32=\left(\frac12\right)^{-5}\).
Тогда получаем уравнение \(\left(\frac12\right)^{10-3x}=\left(\frac12\right)^{-5}\).
Так как основания одинаковые, можно сделать вывод, что показатели противоположные: \(10-3x=5\).
Решим уравнение: \(-3x=-5\).
Тогда \(x=\frac{5}{3}\).",\(\frac{5}{3}\),4
q_01331,"Из А в В одновременно выехали два автомобилиста. Первый проехал с постоянной скоростью весь путь. Второй проехал первую половину пути со скоростью, меньшей скорости первого автомобилиста на $11$ км/ч, а вторую половину пути проехал со скоростью $66$ км/ч, в результате чего прибыл в В одновременно с первым автомобилистом. Найдите скорость первого автомобилиста, если известно, что она больше $40$ км/ч.","Пусть скорость первого автомобилиста равна x км/ч, тогда скорость второго на первой половине пути равна x-11 км/ч.
Так как первый проехал весь путь S со скоростью x, его время равно S/x.
Второй автомобилист затратил на первую половину пути время S/(2(x-11)), а на вторую половину — S/(2·66)=S/132.
По условию они приехали одновременно, значит, составим уравнение: S/x = S/(2(x-11)) + S/132.
Сократим на S и приведём правую часть к общему знаменателю: 1/x = (66 + x - 11)/(132(x-11)) = (x+54)/(132(x-11)).
Перемножим крест-накрест: 132(x-11) = x(x+54).
Раскроем скобки: 132x - 1452 = x² + 54x, значит x² - 78x + 1452 = 0.
Решим квадратное уравнение: D = 78² - 4·1452 = 6084 - 5808 = 276, тогда x = (78 ± √276)/2 = (78 ± 2√69)/2 = 39 ± √69.
По условию x>40, значит x = 39 + √69 ≈ 47,3 км/ч.","47,3 км/ч",0
q_00913,"Водитель автомобиля начал торможение. За секунду после начала торможения автомобиль проехал $24$ м, а за каждую следующую секунду он проезжал на $8$ м меньше, чем за предыдущую. Сколько метров автомобиль прошел до полной остановки?","Это арифметическая прогрессия: первый член 24, разность -8.
Найдём, сколько метров машина проезжала по секундам: 24 м, 24-8=16 м, 16-8=8 м, 8-8=0 м.
Значит, до остановки автомобиль ехал 3 секунды и прошёл 24+16+8 м.
Складываем: 24+16+8=46 м.
Ответ: 46 м.",46,0
